HIERARCHY_ID,HIERARCHY_NAME,PARENT_HIERARCHY,SOURCE_COLUMN,CONDITION_TYPE,CONDITION_VALUE,MAPPED_VALUE
LOS_MAP_NLOE,NLOE,los_map,account_billing_category_code,ILIKE,LOE990,NLOE
LOS_MAP_NLOE,NLOE,los_map,account_billing_category_code,ILIKE,NLOE%,NLOE
LOS_MAP_ACCOUNT_BILLING_CATEGORY_,account_billing_category_type_code,los_map,account_billing_category_code,IN,PAC,account_billing_category_type_code
LOS_MAP_ACCOUNT_BILLING_CATEGORY_,account_billing_category_type_code,los_map,account_billing_category_code,IN,WOX,account_billing_category_type_code
LOS_MAP_ACCOUNT_BILLING_CATEGORY_,account_billing_category_type_code,los_map,account_billing_category_code,IN,MOX,account_billing_category_type_code
"AU_OP_TRUE
________ELSE_FALSE","TRUE
        ELSE FALSE",AU_Op,cost_center_area_code,IN,AREA0100,"TRUE
        ELSE FALSE"
"AU_OP_TRUE
________ELSE_FALSE","TRUE
        ELSE FALSE",AU_Op,cost_center_area_code,IN,AREA0200,"TRUE
        ELSE FALSE"
"AU_OP_TRUE
________ELSE_FALSE","TRUE
        ELSE FALSE",AU_Op,cost_center_area_code,IN,AREA0220,"TRUE
        ELSE FALSE"
"A3_OP_TRUE
________ELSE_FALSE","TRUE
        ELSE FALSE",A3_Op,cost_center_area_code,IN,AREA0210,"TRUE
        ELSE FALSE"
"A3_OP_TRUE
________ELSE_FALSE","TRUE
        ELSE FALSE",A3_Op,cost_center_area_code,IN,AREA0320,"TRUE
        ELSE FALSE"
"A3_OP_TRUE
________ELSE_FALSE","TRUE
        ELSE FALSE",A3_Op,cost_center_area_code,IN,AREA0440,"TRUE
        ELSE FALSE"
FUND_A3,A3,fund,corp_code,IN,551,A3
FUND_A3,A3,fund,corp_code,IN,561,A3
FUND_A3,A3,fund,corp_code,IN,565,A3
FUND_A3,A3,fund,corp_code,IN,578,A3
FUND_A3,A3,fund,corp_code,IN,586,A3
FUND_A3,A3,fund,corp_code,IN,587,A3
FUND_A3,A3,fund,corp_code,IN,588,A3
FUND_A3,A3,fund,corp_code,IN,598,A3
FUND_A3,A3,fund,corp_code,IN,702,A3
FUND_A3,A3,fund,corp_code,IN,755,A3
FUND_AU,AU,fund,corp_code,IN,410,AU
FUND_AU,AU,fund,corp_code,IN,420,AU
FUND_AU,AU,fund,corp_code,IN,550,AU
FUND_AU,AU,fund,corp_code,IN,560,AU
FUND_AU,AU,fund,corp_code,IN,580,AU
FUND_AU,AU,fund,corp_code,IN,585,AU
FUND_AU,AU,fund,corp_code,IN,586,AU
FUND_AU,AU,fund,corp_code,IN,590,AU
FUND_AU,AU,fund,corp_code,IN,595,AU
FUND_AU,AU,fund,corp_code,IN,599,AU
FUND_AU,AU,fund,corp_code,IN,600,AU
FUND_AU,AU,fund,corp_code,IN,650,AU
FUND_AU,AU,fund,corp_code,IN,700,AU
FUND_AU,AU,fund,corp_code,IN,701,AU
FUND_AU,AU,fund,corp_code,IN,750,AU
FUND_AU,AU,fund,corp_code,IN,751,AU
FUND_4HC,4HC,fund,corp_code,IN,012,4HC
FUND_4HC,4HC,fund,corp_code,IN,043,4HC
FUND_4HC,4HC,fund,corp_code,IN,049,4HC
FUND_4HC,4HC,fund,corp_code,IN,052,4HC
SEGMENT_UPSTREAM,Upstream,Segment,corp_code,IN,12,Upstream
SEGMENT_UPSTREAM,Upstream,Segment,corp_code,IN,43,Upstream
SEGMENT_UPSTREAM,Upstream,Segment,corp_code,IN,44,Upstream
SEGMENT_UPSTREAM,Upstream,Segment,corp_code,IN,540,Upstream
SEGMENT_UPSTREAM,Upstream,Segment,corp_code,IN,550,Upstream
SEGMENT_UPSTREAM,Upstream,Segment,corp_code,IN,551,Upstream
SEGMENT_UPSTREAM,Upstream,Segment,corp_code,IN,560,Upstream
SEGMENT_UPSTREAM,Upstream,Segment,corp_code,IN,561,Upstream
SEGMENT_UPSTREAM,Upstream,Segment,corp_code,IN,565,Upstream
SEGMENT_UPSTREAM,Upstream,Segment,corp_code,IN,650,Upstream
SEGMENT_UPSTREAM,Upstream,Segment,corp_code,IN,750,Upstream
SEGMENT_UPSTREAM,Upstream,Segment,corp_code,IN,751,Upstream
SEGMENT_UPSTREAM,Upstream,Segment,corp_code,IN,755,Upstream
SEGMENT_MIDSTREAM,Midstream,Segment,corp_code,IN,41,Midstream
SEGMENT_MIDSTREAM,Midstream,Segment,corp_code,IN,410,Midstream
SEGMENT_MIDSTREAM,Midstream,Segment,corp_code,IN,578,Midstream
SEGMENT_MIDSTREAM,Midstream,Segment,corp_code,IN,580,Midstream
SEGMENT_MIDSTREAM,Midstream,Segment,corp_code,IN,585,Midstream
SEGMENT_MIDSTREAM,Midstream,Segment,corp_code,IN,586,Midstream
SEGMENT_MIDSTREAM,Midstream,Segment,corp_code,IN,587,Midstream
SEGMENT_MIDSTREAM,Midstream,Segment,corp_code,IN,588,Midstream
SEGMENT_MIDSTREAM,Midstream,Segment,corp_code,IN,590,Midstream
SEGMENT_MIDSTREAM,Midstream,Segment,corp_code,IN,595,Midstream
SEGMENT_SERVICES,Services,Segment,corp_code,BETWEEN,700,Services
SEGMENT_SERVICES,Services,Segment,corp_code,BETWEEN,702,Services
"AU_STAKE_1
________WHEN_CORP_CODE_","1
        WHEN corp_code IN (410, 420) THEN 0.9
        WHEN corp_code = 586 THEN 0.225
        ELSE 0",AU_Stake,corp_code,IN,550,"1
        WHEN corp_code IN (410, 420) THEN 0.9
        WHEN corp_code = 586 THEN 0.225
        ELSE 0"
"AU_STAKE_1
________WHEN_CORP_CODE_","1
        WHEN corp_code IN (410, 420) THEN 0.9
        WHEN corp_code = 586 THEN 0.225
        ELSE 0",AU_Stake,corp_code,IN,560,"1
        WHEN corp_code IN (410, 420) THEN 0.9
        WHEN corp_code = 586 THEN 0.225
        ELSE 0"
"AU_STAKE_1
________WHEN_CORP_CODE_","1
        WHEN corp_code IN (410, 420) THEN 0.9
        WHEN corp_code = 586 THEN 0.225
        ELSE 0",AU_Stake,corp_code,IN,580,"1
        WHEN corp_code IN (410, 420) THEN 0.9
        WHEN corp_code = 586 THEN 0.225
        ELSE 0"
"AU_STAKE_1
________WHEN_CORP_CODE_","1
        WHEN corp_code IN (410, 420) THEN 0.9
        WHEN corp_code = 586 THEN 0.225
        ELSE 0",AU_Stake,corp_code,IN,585,"1
        WHEN corp_code IN (410, 420) THEN 0.9
        WHEN corp_code = 586 THEN 0.225
        ELSE 0"
"AU_STAKE_1
________WHEN_CORP_CODE_","1
        WHEN corp_code IN (410, 420) THEN 0.9
        WHEN corp_code = 586 THEN 0.225
        ELSE 0",AU_Stake,corp_code,IN,590,"1
        WHEN corp_code IN (410, 420) THEN 0.9
        WHEN corp_code = 586 THEN 0.225
        ELSE 0"
"AU_STAKE_1
________WHEN_CORP_CODE_","1
        WHEN corp_code IN (410, 420) THEN 0.9
        WHEN corp_code = 586 THEN 0.225
        ELSE 0",AU_Stake,corp_code,IN,595,"1
        WHEN corp_code IN (410, 420) THEN 0.9
        WHEN corp_code = 586 THEN 0.225
        ELSE 0"
"AU_STAKE_1
________WHEN_CORP_CODE_","1
        WHEN corp_code IN (410, 420) THEN 0.9
        WHEN corp_code = 586 THEN 0.225
        ELSE 0",AU_Stake,corp_code,IN,599,"1
        WHEN corp_code IN (410, 420) THEN 0.9
        WHEN corp_code = 586 THEN 0.225
        ELSE 0"
"AU_STAKE_1
________WHEN_CORP_CODE_","1
        WHEN corp_code IN (410, 420) THEN 0.9
        WHEN corp_code = 586 THEN 0.225
        ELSE 0",AU_Stake,corp_code,IN,600,"1
        WHEN corp_code IN (410, 420) THEN 0.9
        WHEN corp_code = 586 THEN 0.225
        ELSE 0"
"AU_STAKE_1
________WHEN_CORP_CODE_","1
        WHEN corp_code IN (410, 420) THEN 0.9
        WHEN corp_code = 586 THEN 0.225
        ELSE 0",AU_Stake,corp_code,IN,650,"1
        WHEN corp_code IN (410, 420) THEN 0.9
        WHEN corp_code = 586 THEN 0.225
        ELSE 0"
"AU_STAKE_1
________WHEN_CORP_CODE_","1
        WHEN corp_code IN (410, 420) THEN 0.9
        WHEN corp_code = 586 THEN 0.225
        ELSE 0",AU_Stake,corp_code,IN,700,"1
        WHEN corp_code IN (410, 420) THEN 0.9
        WHEN corp_code = 586 THEN 0.225
        ELSE 0"
"AU_STAKE_1
________WHEN_CORP_CODE_","1
        WHEN corp_code IN (410, 420) THEN 0.9
        WHEN corp_code = 586 THEN 0.225
        ELSE 0",AU_Stake,corp_code,IN,701,"1
        WHEN corp_code IN (410, 420) THEN 0.9
        WHEN corp_code = 586 THEN 0.225
        ELSE 0"
"AU_STAKE_1
________WHEN_CORP_CODE_","1
        WHEN corp_code IN (410, 420) THEN 0.9
        WHEN corp_code = 586 THEN 0.225
        ELSE 0",AU_Stake,corp_code,IN,750,"1
        WHEN corp_code IN (410, 420) THEN 0.9
        WHEN corp_code = 586 THEN 0.225
        ELSE 0"
"AU_STAKE_1
________WHEN_CORP_CODE_","1
        WHEN corp_code IN (410, 420) THEN 0.9
        WHEN corp_code = 586 THEN 0.225
        ELSE 0",AU_Stake,corp_code,IN,751,"1
        WHEN corp_code IN (410, 420) THEN 0.9
        WHEN corp_code = 586 THEN 0.225
        ELSE 0"
"A3_STAKE_1
________WHEN_CORP_CODE_","1
        WHEN corp_code IN (578, 587) THEN 0.9
        WHEN corp_code = 586 THEN 0.675
        ELSE 0",A3_Stake,corp_code,IN,551,"1
        WHEN corp_code IN (578, 587) THEN 0.9
        WHEN corp_code = 586 THEN 0.675
        ELSE 0"
"A3_STAKE_1
________WHEN_CORP_CODE_","1
        WHEN corp_code IN (578, 587) THEN 0.9
        WHEN corp_code = 586 THEN 0.675
        ELSE 0",A3_Stake,corp_code,IN,561,"1
        WHEN corp_code IN (578, 587) THEN 0.9
        WHEN corp_code = 586 THEN 0.675
        ELSE 0"
"A3_STAKE_1
________WHEN_CORP_CODE_","1
        WHEN corp_code IN (578, 587) THEN 0.9
        WHEN corp_code = 586 THEN 0.675
        ELSE 0",A3_Stake,corp_code,IN,565,"1
        WHEN corp_code IN (578, 587) THEN 0.9
        WHEN corp_code = 586 THEN 0.675
        ELSE 0"
"A3_STAKE_1
________WHEN_CORP_CODE_","1
        WHEN corp_code IN (578, 587) THEN 0.9
        WHEN corp_code = 586 THEN 0.675
        ELSE 0",A3_Stake,corp_code,IN,587,"1
        WHEN corp_code IN (578, 587) THEN 0.9
        WHEN corp_code = 586 THEN 0.675
        ELSE 0"
"A3_STAKE_1
________WHEN_CORP_CODE_","1
        WHEN corp_code IN (578, 587) THEN 0.9
        WHEN corp_code = 586 THEN 0.675
        ELSE 0",A3_Stake,corp_code,IN,598,"1
        WHEN corp_code IN (578, 587) THEN 0.9
        WHEN corp_code = 586 THEN 0.675
        ELSE 0"
"A3_STAKE_1
________WHEN_CORP_CODE_","1
        WHEN corp_code IN (578, 587) THEN 0.9
        WHEN corp_code = 586 THEN 0.675
        ELSE 0",A3_Stake,corp_code,IN,702,"1
        WHEN corp_code IN (578, 587) THEN 0.9
        WHEN corp_code = 586 THEN 0.675
        ELSE 0"
"A3_STAKE_1
________WHEN_CORP_CODE_","1
        WHEN corp_code IN (578, 587) THEN 0.9
        WHEN corp_code = 586 THEN 0.675
        ELSE 0",A3_Stake,corp_code,IN,755,"1
        WHEN corp_code IN (578, 587) THEN 0.9
        WHEN corp_code = 586 THEN 0.675
        ELSE 0"
