XREF_HIERARCHY_KEY,FK_REPORT_KEY,HIERARCHY_GROUP_NAME,LEVEL_1_SORT,LEVEL_1,LEVEL_2_SORT,LEVEL_2,LEVEL_3_SORT,LEVEL_3,LEVEL_4_SORT,LEVEL_4,LEVEL_5_SORT,LEVEL_5,LEVEL_6_SORT,LEVEL_6,LEVEL_7_SORT,LEVEL_7,LEVEL_8_SORT,LEVEL_8,LEVEL_9_SORT,LEVEL_9,ID_NAME,ID,ID_SOURCE,ID_TABLE,ID_SCHEMA,ID_DATABASE,GROUP_FILTER_PRECEDENCE,DO_NOT_EXPAND_FLAG,IS_SECURED_FLAG,SPLIT_ACTIVE_FLAG,EXCLUSION_FLAG,CALCULATION_FLAG,ACTIVE_FLAG,VOLUME_FLAG,ID_UNPIVOT_FLAG,ID_ROW_FLAG,REMOVE_FROM_TOTALS,FILTER_GROUP_1,FILTER_GROUP_2,FILTER_GROUP_3,FILTER_GROUP_4,FORMULA_GROUP,FORMULA_PRECEDENCE,FORMULA_PARAM_REF,ARITHMETIC_LOGIC,FORMULA_PARAM2_CONST_NUMBER,CREATE_NEW_COLUMN
64,12,Lease Operating Statement,1,Upstream,6,Taxes,15,Severance Tax,300,Gas,999,N/A,0,,0,,0,,0,,Wyoming Severance Tax - Operated,WYSEV,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Taxes,TaxesSeverance TaxGas,,,Total Taxes,,,,,false
65,12,Lease Operating Statement,1,Upstream,6,Taxes,15,Severance Tax,300,Gas,999,N/A,0,,0,,0,,0,,WYOMING SEV ADJ,WYSEV1,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Taxes,TaxesSeverance TaxGas,,,Total Taxes,,,,,false
66,12,Lease Operating Statement,1,Upstream,6,Taxes,15,Severance Tax,300,Gas,999,N/A,0,,0,,0,,0,,,GAS,PRODUCT_CODE,DIM_PRODUCT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Taxes,TaxesSeverance TaxGas,,,Total Taxes,,,,,false
67,13,Lease Operating Statement,1,Upstream,6,Taxes,15,Severance Tax,301,Oil,999,N/A,0,,0,,0,,0,,Arkansas Severance Taxes,ARSEV,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Taxes,TaxesSeverance TaxOil,,,Total Taxes,,,,,false
68,13,Lease Operating Statement,1,Upstream,6,Taxes,15,Severance Tax,301,Oil,999,N/A,0,,0,,0,,0,,Louisiana Severance Taxes,LASEV,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Taxes,TaxesSeverance TaxOil,,,Total Taxes,,,,,false
69,13,Lease Operating Statement,1,Upstream,6,Taxes,15,Severance Tax,301,Oil,999,N/A,0,,0,,0,,0,,LA Severance Tax - from JW Agrs,LASEV1,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Taxes,TaxesSeverance TaxOil,,,Total Taxes,,,,,false
70,13,Lease Operating Statement,1,Upstream,6,Taxes,15,Severance Tax,301,Oil,999,N/A,0,,0,,0,,0,,Louisiana Severance Tax Incapable,LASEVINC,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Taxes,TaxesSeverance TaxOil,,,Total Taxes,,,,,false
71,13,Lease Operating Statement,1,Upstream,6,Taxes,15,Severance Tax,301,Oil,999,N/A,0,,0,,0,,0,,North Dakota Severance Taxes,NDSEV,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Taxes,TaxesSeverance TaxOil,,,Total Taxes,,,,,false
72,13,Lease Operating Statement,1,Upstream,6,Taxes,15,Severance Tax,301,Oil,999,N/A,0,,0,,0,,0,,Nebraska Severance Tax,NESEV,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Taxes,TaxesSeverance TaxOil,,,Total Taxes,,,,,false
73,13,Lease Operating Statement,1,Upstream,6,Taxes,15,Severance Tax,301,Oil,999,N/A,0,,0,,0,,0,,New Mexico Severance Taxes,NMSEV,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Taxes,TaxesSeverance TaxOil,,,Total Taxes,,,,,false
74,13,Lease Operating Statement,1,Upstream,6,Taxes,15,Severance Tax,301,Oil,999,N/A,0,,0,,0,,0,,Severance Tax - General,NOPSEV,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Taxes,TaxesSeverance TaxOil,,,Total Taxes,,,,,false
75,13,Lease Operating Statement,1,Upstream,6,Taxes,15,Severance Tax,301,Oil,999,N/A,0,,0,,0,,0,,Ohio Severance Taxes,OHSEV,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Taxes,TaxesSeverance TaxOil,,,Total Taxes,,,,,false
76,13,Lease Operating Statement,1,Upstream,6,Taxes,15,Severance Tax,301,Oil,999,N/A,0,,0,,0,,0,,Oklahoma Severance Taxes,OKSEV,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Taxes,TaxesSeverance TaxOil,,,Total Taxes,,,,,false
77,13,Lease Operating Statement,1,Upstream,6,Taxes,15,Severance Tax,301,Oil,999,N/A,0,,0,,0,,0,,SEVERANCE TAX,SEV,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Taxes,TaxesSeverance TaxOil,,,Total Taxes,,,,,false
78,13,Lease Operating Statement,1,Upstream,6,Taxes,15,Severance Tax,301,Oil,999,N/A,0,,0,,0,,0,,TX Sev Exemption .01 Rate,SEVTX01,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Taxes,TaxesSeverance TaxOil,,,Total Taxes,,,,,false
79,13,Lease Operating Statement,1,Upstream,6,Taxes,15,Severance Tax,301,Oil,999,N/A,0,,0,,0,,0,,Texas Severance Tax,TXSEV,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Taxes,TaxesSeverance TaxOil,,,Total Taxes,,,,,false
80,13,Lease Operating Statement,1,Upstream,6,Taxes,15,Severance Tax,301,Oil,999,N/A,0,,0,,0,,0,,Texas Severance Tax-Purchaser Pays,TXSEVPUR,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Taxes,TaxesSeverance TaxOil,,,Total Taxes,,,,,false
81,13,Lease Operating Statement,1,Upstream,6,Taxes,15,Severance Tax,301,Oil,999,N/A,0,,0,,0,,0,,Wyoming Severance Tax - Operated,WYSEV,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Taxes,TaxesSeverance TaxOil,,,Total Taxes,,,,,false
82,13,Lease Operating Statement,1,Upstream,6,Taxes,15,Severance Tax,301,Oil,999,N/A,0,,0,,0,,0,,WYOMING SEV ADJ,WYSEV1,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Taxes,TaxesSeverance TaxOil,,,Total Taxes,,,,,false
83,13,Lease Operating Statement,1,Upstream,6,Taxes,15,Severance Tax,301,Oil,999,N/A,0,,0,,0,,0,,,OIL,PRODUCT_CODE,DIM_PRODUCT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Taxes,TaxesSeverance TaxOil,,,Total Taxes,,,,,false
84,13,Lease Operating Statement,1,Upstream,6,Taxes,15,Severance Tax,301,Oil,999,N/A,0,,0,,0,,0,,,COND,PRODUCT_CODE,DIM_PRODUCT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Taxes,TaxesSeverance TaxOil,,,Total Taxes,,,,,false
85,14,Lease Operating Statement,1,Upstream,6,Taxes,15,Severance Tax,302,NGL,999,N/A,0,,0,,0,,0,,Arkansas Severance Taxes,ARSEV,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Taxes,TaxesSeverance TaxNGL,,,Total Taxes,,,,,false
86,14,Lease Operating Statement,1,Upstream,6,Taxes,15,Severance Tax,302,NGL,999,N/A,0,,0,,0,,0,,Louisiana Severance Taxes,LASEV,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Taxes,TaxesSeverance TaxNGL,,,Total Taxes,,,,,false
87,14,Lease Operating Statement,1,Upstream,6,Taxes,15,Severance Tax,302,NGL,999,N/A,0,,0,,0,,0,,LA Severance Tax - from JW Agrs,LASEV1,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Taxes,TaxesSeverance TaxNGL,,,Total Taxes,,,,,false
88,14,Lease Operating Statement,1,Upstream,6,Taxes,15,Severance Tax,302,NGL,999,N/A,0,,0,,0,,0,,Louisiana Severance Tax Incapable,LASEVINC,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Taxes,TaxesSeverance TaxNGL,,,Total Taxes,,,,,false
89,14,Lease Operating Statement,1,Upstream,6,Taxes,15,Severance Tax,302,NGL,999,N/A,0,,0,,0,,0,,North Dakota Severance Taxes,NDSEV,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Taxes,TaxesSeverance TaxNGL,,,Total Taxes,,,,,false
90,14,Lease Operating Statement,1,Upstream,6,Taxes,15,Severance Tax,302,NGL,999,N/A,0,,0,,0,,0,,Nebraska Severance Tax,NESEV,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Taxes,TaxesSeverance TaxNGL,,,Total Taxes,,,,,false
91,14,Lease Operating Statement,1,Upstream,6,Taxes,15,Severance Tax,302,NGL,999,N/A,0,,0,,0,,0,,New Mexico Severance Taxes,NMSEV,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Taxes,TaxesSeverance TaxNGL,,,Total Taxes,,,,,false
92,14,Lease Operating Statement,1,Upstream,6,Taxes,15,Severance Tax,302,NGL,999,N/A,0,,0,,0,,0,,Severance Tax - General,NOPSEV,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Taxes,TaxesSeverance TaxNGL,,,Total Taxes,,,,,false
93,14,Lease Operating Statement,1,Upstream,6,Taxes,15,Severance Tax,302,NGL,999,N/A,0,,0,,0,,0,,Ohio Severance Taxes,OHSEV,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Taxes,TaxesSeverance TaxNGL,,,Total Taxes,,,,,false
94,14,Lease Operating Statement,1,Upstream,6,Taxes,15,Severance Tax,302,NGL,999,N/A,0,,0,,0,,0,,Oklahoma Severance Taxes,OKSEV,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Taxes,TaxesSeverance TaxNGL,,,Total Taxes,,,,,false
95,14,Lease Operating Statement,1,Upstream,6,Taxes,15,Severance Tax,302,NGL,999,N/A,0,,0,,0,,0,,SEVERANCE TAX,SEV,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Taxes,TaxesSeverance TaxNGL,,,Total Taxes,,,,,false
96,14,Lease Operating Statement,1,Upstream,6,Taxes,15,Severance Tax,302,NGL,999,N/A,0,,0,,0,,0,,TX Sev Exemption .01 Rate,SEVTX01,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Taxes,TaxesSeverance TaxNGL,,,Total Taxes,,,,,false
97,14,Lease Operating Statement,1,Upstream,6,Taxes,15,Severance Tax,302,NGL,999,N/A,0,,0,,0,,0,,Texas Severance Tax,TXSEV,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Taxes,TaxesSeverance TaxNGL,,,Total Taxes,,,,,false
98,14,Lease Operating Statement,1,Upstream,6,Taxes,15,Severance Tax,302,NGL,999,N/A,0,,0,,0,,0,,Texas Severance Tax-Purchaser Pays,TXSEVPUR,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Taxes,TaxesSeverance TaxNGL,,,Total Taxes,,,,,false
99,14,Lease Operating Statement,1,Upstream,6,Taxes,15,Severance Tax,302,NGL,999,N/A,0,,0,,0,,0,,Wyoming Severance Tax - Operated,WYSEV,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Taxes,TaxesSeverance TaxNGL,,,Total Taxes,,,,,false
100,14,Lease Operating Statement,1,Upstream,6,Taxes,15,Severance Tax,302,NGL,999,N/A,0,,0,,0,,0,,WYOMING SEV ADJ,WYSEV1,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Taxes,TaxesSeverance TaxNGL,,,Total Taxes,,,,,false
101,14,Lease Operating Statement,1,Upstream,6,Taxes,15,Severance Tax,302,NGL,999,N/A,0,,0,,0,,0,,,NGL,PRODUCT_CODE,DIM_PRODUCT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Taxes,TaxesSeverance TaxNGL,,,Total Taxes,,,,,false
102,15,Lease Operating Statement,1,Upstream,6,Taxes,16,Conservation Taxes,300,Gas,999,N/A,0,,0,,0,,0,,Wyoming Conservation Tax - Operated,WYCON,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Taxes,TaxesConservation TaxesGas,,,Total Taxes,,,,,false
104,15,Lease Operating Statement,1,Upstream,6,Taxes,16,Conservation Taxes,300,Gas,999,N/A,0,,0,,0,,0,,,GAS,PRODUCT_CODE,DIM_PRODUCT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Taxes,TaxesConservation TaxesGas,,,Total Taxes,,,,,false
105,16,Lease Operating Statement,1,Upstream,6,Taxes,16,Conservation Taxes,301,Oil,999,N/A,0,,0,,0,,0,,Wyoming Conservation Tax - Operated,WYCON,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Taxes,TaxesConservation TaxesOil,,,Total Taxes,,,,,false
107,16,Lease Operating Statement,1,Upstream,6,Taxes,16,Conservation Taxes,301,Oil,999,N/A,0,,0,,0,,0,,,OIL,PRODUCT_CODE,DIM_PRODUCT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Taxes,TaxesConservation TaxesOil,,,Total Taxes,,,,,false
108,16,Lease Operating Statement,1,Upstream,6,Taxes,16,Conservation Taxes,301,Oil,999,N/A,0,,0,,0,,0,,,COND,PRODUCT_CODE,DIM_PRODUCT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Taxes,TaxesConservation TaxesOil,,,Total Taxes,,,,,false
109,17,Lease Operating Statement,1,Upstream,6,Taxes,16,Conservation Taxes,302,NGL,999,N/A,0,,0,,0,,0,,Wyoming Conservation Tax - Operated,WYCON,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Taxes,TaxesConservation TaxesNGL,,,Total Taxes,,,,,false
103,15,Lease Operating Statement,1,Upstream,6,Taxes,16,Conservation Taxes,300,Gas,999,N/A,0,,0,,0,,0,,Conservation Tax - General,NOPCON,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Taxes,TaxesConservation TaxesGas,,,Total Taxes,,,,,false
106,16,Lease Operating Statement,1,Upstream,6,Taxes,16,Conservation Taxes,301,Oil,999,N/A,0,,0,,0,,0,,Conservation Tax - General,NOPCON,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Taxes,TaxesConservation TaxesOil,,,Total Taxes,,,,,false
110,17,Lease Operating Statement,1,Upstream,6,Taxes,16,Conservation Taxes,302,NGL,999,N/A,0,,0,,0,,0,,Conservation Tax - General,NOPCON,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Taxes,TaxesConservation TaxesNGL,,,Total Taxes,,,,,false
111,17,Lease Operating Statement,1,Upstream,6,Taxes,16,Conservation Taxes,302,NGL,999,N/A,0,,0,,0,,0,,,NGL,PRODUCT_CODE,DIM_PRODUCT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Taxes,TaxesConservation TaxesNGL,,,Total Taxes,,,,,false
112,44,Lease Operating Statement,1,Upstream,6,Taxes,17,Other Production Taxes,300,Gas,999,N/A,0,,0,,0,,0,,Regulatory Tax - General,NOPREG,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Taxes,TaxesOther Production TaxesGas,,,Total Taxes,,,,,false
113,44,Lease Operating Statement,1,Upstream,6,Taxes,17,Other Production Taxes,300,Gas,999,N/A,0,,0,,0,,0,,,GAS,PRODUCT_CODE,DIM_PRODUCT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Taxes,TaxesOther Production TaxesGas,,,Total Taxes,,,,,false
114,45,Lease Operating Statement,1,Upstream,6,Taxes,17,Other Production Taxes,301,Oil,999,N/A,0,,0,,0,,0,,Regulatory Tax - General,NOPREG,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Taxes,TaxesOther Production TaxesOil,,,Total Taxes,,,,,false
115,45,Lease Operating Statement,1,Upstream,6,Taxes,17,Other Production Taxes,301,Oil,999,N/A,0,,0,,0,,0,,,OIL,PRODUCT_CODE,DIM_PRODUCT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Taxes,TaxesOther Production TaxesOil,,,Total Taxes,,,,,false
116,45,Lease Operating Statement,1,Upstream,6,Taxes,17,Other Production Taxes,301,Oil,999,N/A,0,,0,,0,,0,,,COND,PRODUCT_CODE,DIM_PRODUCT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Taxes,TaxesOther Production TaxesOil,,,Total Taxes,,,,,false
117,46,Lease Operating Statement,1,Upstream,6,Taxes,17,Other Production Taxes,302,NGL,999,N/A,0,,0,,0,,0,,Regulatory Tax - General,NOPREG,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Taxes,TaxesOther Production TaxesNGL,,,Total Taxes,,,,,false
118,46,Lease Operating Statement,1,Upstream,6,Taxes,17,Other Production Taxes,302,NGL,999,N/A,0,,0,,0,,0,,,NGL,PRODUCT_CODE,DIM_PRODUCT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Taxes,TaxesOther Production TaxesNGL,,,Total Taxes,,,,,false
119,19,Lease Operating Statement,1,Upstream,8,Deducts,19,Transportation,300,Gas,999,N/A,0,,0,,0,,0,,Transportation Fuel,TFUEL,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsTransportationGas,,,Total Deducts,,,,,false
120,19,Lease Operating Statement,1,Upstream,8,Deducts,19,Transportation,300,Gas,999,N/A,0,,0,,0,,0,,Transportation,TRAN,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsTransportationGas,,,Total Deducts,,,,,false
121,19,Lease Operating Statement,1,Upstream,8,Deducts,19,Transportation,300,Gas,999,N/A,0,,0,,0,,0,,Transportation Deducts,TRND,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsTransportationGas,,,Total Deducts,,,,,false
122,19,Lease Operating Statement,1,Upstream,8,Deducts,19,Transportation,300,Gas,999,N/A,0,,0,,0,,0,,Unused-Firm Transportation,TRAN UNFT,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsTransportationGas,,,Total Deducts,,,,,false
123,19,Lease Operating Statement,1,Upstream,8,Deducts,19,Transportation,300,Gas,999,N/A,0,,0,,0,,0,,Transporation One,TRAN1,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsTransportationGas,,,Total Deducts,,,,,false
124,19,Lease Operating Statement,1,Upstream,8,Deducts,19,Transportation,300,Gas,999,N/A,0,,0,,0,,0,,Demand-Unexpanded Transp,TRAN2,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsTransportationGas,,,Total Deducts,,,,,false
125,19,Lease Operating Statement,1,Upstream,8,Deducts,19,Transportation,300,Gas,999,N/A,0,,0,,0,,0,,Demand-Unexpanded Transp,TRAN2A,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsTransportationGas,,,Total Deducts,,,,,false
126,19,Lease Operating Statement,1,Upstream,8,Deducts,19,Transportation,300,Gas,999,N/A,0,,0,,0,,0,,3rd Party Transportation Charges,TRAN3,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsTransportationGas,,,Total Deducts,,,,,false
127,19,Lease Operating Statement,1,Upstream,8,Deducts,19,Transportation,300,Gas,999,N/A,0,,0,,0,,0,,Used-Firm Crosstex Blue Hole,TRANCROTEX,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsTransportationGas,,,Total Deducts,,,,,false
128,19,Lease Operating Statement,1,Upstream,8,Deducts,19,Transportation,300,Gas,999,N/A,0,,0,,0,,0,,Used-Firm Transp Elm Grove,TRANEGF,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsTransportationGas,,,Total Deducts,,,,,false
129,19,Lease Operating Statement,1,Upstream,8,Deducts,19,Transportation,300,Gas,999,N/A,0,,0,,0,,0,,Transportation-Enable Sligo,TRANENABLE,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsTransportationGas,,,Total Deducts,,,,,false
130,19,Lease Operating Statement,1,Upstream,8,Deducts,19,Transportation,300,Gas,999,N/A,0,,0,,0,,0,,Transportation Red Chute Port,TRANREDPOR,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsTransportationGas,,,Total Deducts,,,,,false
131,19,Lease Operating Statement,1,Upstream,8,Deducts,19,Transportation,300,Gas,999,N/A,0,,0,,0,,0,,Used-Firm Transportation,TRANU,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsTransportationGas,,,Total Deducts,,,,,false
132,19,Lease Operating Statement,1,Upstream,8,Deducts,19,Transportation,300,Gas,999,N/A,0,,0,,0,,0,,Used-Firm Trans West Elm Grove,TRANWEG,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsTransportationGas,,,Total Deducts,,,,,false
133,19,Lease Operating Statement,1,Upstream,8,Deducts,19,Transportation,300,Gas,999,N/A,0,,0,,0,,0,,,GAS,PRODUCT_CODE,DIM_PRODUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsTransportationGas,,,Total Deducts,,,,,false
134,21,Lease Operating Statement,1,Upstream,8,Deducts,19,Transportation,300,Oil,999,N/A,0,,0,,0,,0,,Transportation Fuel,TFUEL,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsTransportationOil,,,Total Deducts,,,,,false
135,21,Lease Operating Statement,1,Upstream,8,Deducts,19,Transportation,300,Oil,999,N/A,0,,0,,0,,0,,Transportation,TRAN,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsTransportationOil,,,Total Deducts,,,,,false
136,21,Lease Operating Statement,1,Upstream,8,Deducts,19,Transportation,300,Oil,999,N/A,0,,0,,0,,0,,Transportation Deducts,TRND,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsTransportationOil,,,Total Deducts,,,,,false
137,21,Lease Operating Statement,1,Upstream,8,Deducts,19,Transportation,300,Oil,999,N/A,0,,0,,0,,0,,Unused-Firm Transportation,TRAN UNFT,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsTransportationOil,,,Total Deducts,,,,,false
138,21,Lease Operating Statement,1,Upstream,8,Deducts,19,Transportation,300,Oil,999,N/A,0,,0,,0,,0,,Transporation One,TRAN1,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsTransportationOil,,,Total Deducts,,,,,false
139,21,Lease Operating Statement,1,Upstream,8,Deducts,19,Transportation,300,Oil,999,N/A,0,,0,,0,,0,,Demand-Unexpanded Transp,TRAN2,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsTransportationOil,,,Total Deducts,,,,,false
140,21,Lease Operating Statement,1,Upstream,8,Deducts,19,Transportation,300,Oil,999,N/A,0,,0,,0,,0,,Demand-Unexpanded Transp,TRAN2A,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsTransportationOil,,,Total Deducts,,,,,false
141,21,Lease Operating Statement,1,Upstream,8,Deducts,19,Transportation,300,Oil,999,N/A,0,,0,,0,,0,,3rd Party Transportation Charges,TRAN3,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsTransportationOil,,,Total Deducts,,,,,false
142,21,Lease Operating Statement,1,Upstream,8,Deducts,19,Transportation,300,Oil,999,N/A,0,,0,,0,,0,,Used-Firm Crosstex Blue Hole,TRANCROTEX,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsTransportationOil,,,Total Deducts,,,,,false
143,21,Lease Operating Statement,1,Upstream,8,Deducts,19,Transportation,300,Oil,999,N/A,0,,0,,0,,0,,Used-Firm Transp Elm Grove,TRANEGF,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsTransportationOil,,,Total Deducts,,,,,false
