XREF_HIERARCHY_KEY,FK_REPORT_KEY,HIERARCHY_GROUP_NAME,LEVEL_1_SORT,LEVEL_1,LEVEL_2_SORT,LEVEL_2,LEVEL_3_SORT,LEVEL_3,LEVEL_4_SORT,LEVEL_4,LEVEL_5_SORT,LEVEL_5,LEVEL_6_SORT,LEVEL_6,LEVEL_7_SORT,LEVEL_7,LEVEL_8_SORT,LEVEL_8,LEVEL_9_SORT,LEVEL_9,ID_NAME,ID,ID_SOURCE,ID_TABLE,ID_SCHEMA,ID_DATABASE,GROUP_FILTER_PRECEDENCE,DO_NOT_EXPAND_FLAG,IS_SECURED_FLAG,SPLIT_ACTIVE_FLAG,EXCLUSION_FLAG,CALCULATION_FLAG,ACTIVE_FLAG,VOLUME_FLAG,ID_UNPIVOT_FLAG,ID_ROW_FLAG,REMOVE_FROM_TOTALS,FILTER_GROUP_1,FILTER_GROUP_2,FILTER_GROUP_3,FILTER_GROUP_4,FORMULA_GROUP,FORMULA_PRECEDENCE,FORMULA_PARAM_REF,ARITHMETIC_LOGIC,FORMULA_PARAM2_CONST_NUMBER,CREATE_NEW_COLUMN
144,21,Lease Operating Statement,1,Upstream,8,Deducts,19,Transportation,300,Oil,999,N/A,0,,0,,0,,0,,Transportation-Enable Sligo,TRANENABLE,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsTransportationOil,,,Total Deducts,,,,,false
145,21,Lease Operating Statement,1,Upstream,8,Deducts,19,Transportation,300,Oil,999,N/A,0,,0,,0,,0,,Transportation Red Chute Port,TRANREDPOR,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsTransportationOil,,,Total Deducts,,,,,false
146,21,Lease Operating Statement,1,Upstream,8,Deducts,19,Transportation,300,Oil,999,N/A,0,,0,,0,,0,,Used-Firm Transportation,TRANU,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsTransportationOil,,,Total Deducts,,,,,false
147,21,Lease Operating Statement,1,Upstream,8,Deducts,19,Transportation,300,Oil,999,N/A,0,,0,,0,,0,,Used-Firm Trans West Elm Grove,TRANWEG,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsTransportationOil,,,Total Deducts,,,,,false
148,21,Lease Operating Statement,1,Upstream,8,Deducts,19,Transportation,300,Oil,999,N/A,0,,0,,0,,0,,,OIL,PRODUCT_CODE,DIM_PRODUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsTransportationOil,,,Total Deducts,,,,,false
149,21,Lease Operating Statement,1,Upstream,8,Deducts,19,Transportation,300,Oil,999,N/A,0,,0,,0,,0,,,COND,PRODUCT_CODE,DIM_PRODUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsTransportationOil,,,Total Deducts,,,,,false
150,22,Lease Operating Statement,1,Upstream,8,Deducts,19,Transportation,300,NGL,999,N/A,0,,0,,0,,0,,Transportation Fuel,TFUEL,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsTransportationNGL,,,Total Deducts,,,,,false
151,22,Lease Operating Statement,1,Upstream,8,Deducts,19,Transportation,300,NGL,999,N/A,0,,0,,0,,0,,Transportation,TRAN,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsTransportationNGL,,,Total Deducts,,,,,false
152,22,Lease Operating Statement,1,Upstream,8,Deducts,19,Transportation,300,NGL,999,N/A,0,,0,,0,,0,,Transportation Deducts,TRND,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsTransportationNGL,,,Total Deducts,,,,,false
153,22,Lease Operating Statement,1,Upstream,8,Deducts,19,Transportation,300,NGL,999,N/A,0,,0,,0,,0,,Unused-Firm Transportation,TRAN UNFT,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsTransportationNGL,,,Total Deducts,,,,,false
154,22,Lease Operating Statement,1,Upstream,8,Deducts,19,Transportation,300,NGL,999,N/A,0,,0,,0,,0,,Transporation One,TRAN1,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsTransportationNGL,,,Total Deducts,,,,,false
155,22,Lease Operating Statement,1,Upstream,8,Deducts,19,Transportation,300,NGL,999,N/A,0,,0,,0,,0,,Demand-Unexpanded Transp,TRAN2,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsTransportationNGL,,,Total Deducts,,,,,false
156,22,Lease Operating Statement,1,Upstream,8,Deducts,19,Transportation,300,NGL,999,N/A,0,,0,,0,,0,,Demand-Unexpanded Transp,TRAN2A,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsTransportationNGL,,,Total Deducts,,,,,false
157,22,Lease Operating Statement,1,Upstream,8,Deducts,19,Transportation,300,NGL,999,N/A,0,,0,,0,,0,,3rd Party Transportation Charges,TRAN3,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsTransportationNGL,,,Total Deducts,,,,,false
158,22,Lease Operating Statement,1,Upstream,8,Deducts,19,Transportation,300,NGL,999,N/A,0,,0,,0,,0,,Used-Firm Crosstex Blue Hole,TRANCROTEX,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsTransportationNGL,,,Total Deducts,,,,,false
159,22,Lease Operating Statement,1,Upstream,8,Deducts,19,Transportation,300,NGL,999,N/A,0,,0,,0,,0,,Used-Firm Transp Elm Grove,TRANEGF,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsTransportationNGL,,,Total Deducts,,,,,false
160,22,Lease Operating Statement,1,Upstream,8,Deducts,19,Transportation,300,NGL,999,N/A,0,,0,,0,,0,,Transportation-Enable Sligo,TRANENABLE,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsTransportationNGL,,,Total Deducts,,,,,false
161,22,Lease Operating Statement,1,Upstream,8,Deducts,19,Transportation,300,NGL,999,N/A,0,,0,,0,,0,,Transportation Red Chute Port,TRANREDPOR,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsTransportationNGL,,,Total Deducts,,,,,false
162,22,Lease Operating Statement,1,Upstream,8,Deducts,19,Transportation,300,NGL,999,N/A,0,,0,,0,,0,,Used-Firm Transportation,TRANU,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsTransportationNGL,,,Total Deducts,,,,,false
163,22,Lease Operating Statement,1,Upstream,8,Deducts,19,Transportation,300,NGL,999,N/A,0,,0,,0,,0,,Used-Firm Trans West Elm Grove,TRANWEG,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsTransportationNGL,,,Total Deducts,,,,,false
164,22,Lease Operating Statement,1,Upstream,8,Deducts,19,Transportation,300,NGL,999,N/A,0,,0,,0,,0,,,NGL,PRODUCT_CODE,DIM_PRODUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsTransportationNGL,,,Total Deducts,,,,,false
166,23,Lease Operating Statement,1,Upstream,8,Deducts,20,Gathering,300,Gas,999,N/A,0,,0,,0,,0,,Gathering Charges-Cap Recovery Fee,GATHCRF,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsGatheringGas,,,Total Deducts,,,,,false
168,23,Lease Operating Statement,1,Upstream,8,Deducts,20,Gathering,300,Gas,999,N/A,0,,0,,0,,0,,Gathering Charges,GATH,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsGatheringGas,,,Total Deducts,,,,,false
169,23,Lease Operating Statement,1,Upstream,8,Deducts,20,Gathering,300,Gas,999,N/A,0,,0,,0,,0,,Low Pressure Gathering,LPGATH,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsGatheringGas,,,Total Deducts,,,,,false
170,23,Lease Operating Statement,1,Upstream,8,Deducts,20,Gathering,300,Gas,999,N/A,0,,0,,0,,0,,,GAS,PRODUCT_CODE,DIM_PRODUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsGatheringGas,,,Total Deducts,,,,,false
172,24,Lease Operating Statement,1,Upstream,8,Deducts,20,Gathering,301,Oil,999,N/A,0,,0,,0,,0,,Gathering Charges-Cap Recovery Fee,GATHCRF,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsGatheringOil,,,Total Deducts,,,,,false
174,24,Lease Operating Statement,1,Upstream,8,Deducts,20,Gathering,301,Oil,999,N/A,0,,0,,0,,0,,Gathering Charges,GATH,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsGatheringOil,,,Total Deducts,,,,,false
175,24,Lease Operating Statement,1,Upstream,8,Deducts,20,Gathering,301,Oil,999,N/A,0,,0,,0,,0,,Low Pressure Gathering,LPGATH,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsGatheringOil,,,Total Deducts,,,,,false
176,24,Lease Operating Statement,1,Upstream,8,Deducts,20,Gathering,301,Oil,999,N/A,0,,0,,0,,0,,,OIL,PRODUCT_CODE,DIM_PRODUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsGatheringOil,,,Total Deducts,,,,,false
177,24,Lease Operating Statement,1,Upstream,8,Deducts,20,Gathering,301,Oil,999,N/A,0,,0,,0,,0,,,COND,PRODUCT_CODE,DIM_PRODUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsGatheringOil,,,Total Deducts,,,,,false
179,25,Lease Operating Statement,1,Upstream,8,Deducts,20,Gathering,302,NGL,999,N/A,0,,0,,0,,0,,Gathering Charges-Cap Recovery Fee,GATHCRF,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsGatheringNGL,,,Total Deducts,,,,,false
181,25,Lease Operating Statement,1,Upstream,8,Deducts,20,Gathering,302,NGL,999,N/A,0,,0,,0,,0,,Gathering Charges,GATH,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsGatheringNGL,,,Total Deducts,,,,,false
182,25,Lease Operating Statement,1,Upstream,8,Deducts,20,Gathering,302,NGL,999,N/A,0,,0,,0,,0,,Low Pressure Gathering,LPGATH,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsGatheringNGL,,,Total Deducts,,,,,false
183,25,Lease Operating Statement,1,Upstream,8,Deducts,20,Gathering,302,NGL,999,N/A,0,,0,,0,,0,,,NGL,PRODUCT_CODE,DIM_PRODUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsGatheringNGL,,,Total Deducts,,,,,false
185,26,Lease Operating Statement,1,Upstream,8,Deducts,21,Treating & Processing,300,Gas,999,N/A,0,,0,,0,,0,,Processing Charges-not gas residue,PROC,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsTreating & ProcessingGas,,,Total Deducts,,,,,false
186,26,Lease Operating Statement,1,Upstream,8,Deducts,21,Treating & Processing,300,Gas,999,N/A,0,,0,,0,,0,,Dehydration Fee,DEHY,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsTreating & ProcessingGas,,,Total Deducts,,,,,false
187,26,Lease Operating Statement,1,Upstream,8,Deducts,21,Treating & Processing,300,Gas,999,N/A,0,,0,,0,,0,,Treating for HS2,TRT HS2,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsTreating & ProcessingGas,,,Total Deducts,,,,,false
188,26,Lease Operating Statement,1,Upstream,8,Deducts,21,Treating & Processing,300,Gas,999,N/A,0,,0,,0,,0,,Processing Charges-gas only,PROCG,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsTreating & ProcessingGas,,,Total Deducts,,,,,false
189,26,Lease Operating Statement,1,Upstream,8,Deducts,21,Treating & Processing,300,Gas,999,N/A,0,,0,,0,,0,,Treating/Processing Charges,TRTG,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsTreating & ProcessingGas,,,Total Deducts,,,,,false
190,26,Lease Operating Statement,1,Upstream,8,Deducts,21,Treating & Processing,300,Gas,999,N/A,0,,0,,0,,0,,,GAS,PRODUCT_CODE,DIM_PRODUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsTreating & ProcessingGas,,,Total Deducts,,,,,false
192,27,Lease Operating Statement,1,Upstream,8,Deducts,21,Treating & Processing,301,Oil,999,N/A,0,,0,,0,,0,,Processing Charges-not gas residue,PROC,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsTreating & ProcessingOil,,,Total Deducts,,,,,false
193,27,Lease Operating Statement,1,Upstream,8,Deducts,21,Treating & Processing,301,Oil,999,N/A,0,,0,,0,,0,,Dehydration Fee,DEHY,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsTreating & ProcessingOil,,,Total Deducts,,,,,false
194,27,Lease Operating Statement,1,Upstream,8,Deducts,21,Treating & Processing,301,Oil,999,N/A,0,,0,,0,,0,,Treating for HS2,TRT HS2,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsTreating & ProcessingOil,,,Total Deducts,,,,,false
195,27,Lease Operating Statement,1,Upstream,8,Deducts,21,Treating & Processing,301,Oil,999,N/A,0,,0,,0,,0,,Processing Charges-gas only,PROCG,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsTreating & ProcessingOil,,,Total Deducts,,,,,false
196,27,Lease Operating Statement,1,Upstream,8,Deducts,21,Treating & Processing,301,Oil,999,N/A,0,,0,,0,,0,,Treating/Processing Charges,TRTG,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsTreating & ProcessingOil,,,Total Deducts,,,,,false
197,27,Lease Operating Statement,1,Upstream,8,Deducts,21,Treating & Processing,301,Oil,999,N/A,0,,0,,0,,0,,,OIL,PRODUCT_CODE,DIM_PRODUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsTreating & ProcessingOil,,,Total Deducts,,,,,false
198,27,Lease Operating Statement,1,Upstream,8,Deducts,21,Treating & Processing,301,Oil,999,N/A,0,,0,,0,,0,,,COND,PRODUCT_CODE,DIM_PRODUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsTreating & ProcessingOil,,,Total Deducts,,,,,false
200,28,Lease Operating Statement,1,Upstream,8,Deducts,21,Treating & Processing,302,NGL,999,N/A,0,,0,,0,,0,,Processing Charges-not gas residue,PROC,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsTreating & ProcessingNGL,,,Total Deducts,,,,,false
201,28,Lease Operating Statement,1,Upstream,8,Deducts,21,Treating & Processing,302,NGL,999,N/A,0,,0,,0,,0,,Dehydration Fee,DEHY,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsTreating & ProcessingNGL,,,Total Deducts,,,,,false
202,28,Lease Operating Statement,1,Upstream,8,Deducts,21,Treating & Processing,302,NGL,999,N/A,0,,0,,0,,0,,Treating for HS2,TRT HS2,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsTreating & ProcessingNGL,,,Total Deducts,,,,,false
203,28,Lease Operating Statement,1,Upstream,8,Deducts,21,Treating & Processing,302,NGL,999,N/A,0,,0,,0,,0,,Processing Charges-gas only,PROCG,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsTreating & ProcessingNGL,,,Total Deducts,,,,,false
204,28,Lease Operating Statement,1,Upstream,8,Deducts,21,Treating & Processing,302,NGL,999,N/A,0,,0,,0,,0,,Treating/Processing Charges,TRTG,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsTreating & ProcessingNGL,,,Total Deducts,,,,,false
205,28,Lease Operating Statement,1,Upstream,8,Deducts,21,Treating & Processing,302,NGL,999,N/A,0,,0,,0,,0,,,NGL,PRODUCT_CODE,DIM_PRODUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsTreating & ProcessingNGL,,,Total Deducts,,,,,false
206,29,Lease Operating Statement,1,Upstream,8,Deducts,22,Compression,300,Gas,999,N/A,0,,0,,0,,0,,Compression Fee,COMP,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsCompressionGas,,,Total Deducts,,,,,false
207,29,Lease Operating Statement,1,Upstream,8,Deducts,22,Compression,300,Gas,999,N/A,0,,0,,0,,0,,,GAS,PRODUCT_CODE,DIM_PRODUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsCompressionGas,,,Total Deducts,,,,,false
208,30,Lease Operating Statement,1,Upstream,8,Deducts,22,Compression,301,Oil,999,N/A,0,,0,,0,,0,,Compression Fee,COMP,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsCompressionOil,,,Total Deducts,,,,,false
209,30,Lease Operating Statement,1,Upstream,8,Deducts,22,Compression,301,Oil,999,N/A,0,,0,,0,,0,,,OIL,PRODUCT_CODE,DIM_PRODUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsCompressionOil,,,Total Deducts,,,,,false
210,30,Lease Operating Statement,1,Upstream,8,Deducts,22,Compression,301,Oil,999,N/A,0,,0,,0,,0,,,COND,PRODUCT_CODE,DIM_PRODUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsCompressionOil,,,Total Deducts,,,,,false
211,31,Lease Operating Statement,1,Upstream,8,Deducts,22,Compression,302,NGL,999,N/A,0,,0,,0,,0,,Compression Fee,COMP,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsCompressionNGL,,,Total Deducts,,,,,false
212,31,Lease Operating Statement,1,Upstream,8,Deducts,22,Compression,302,NGL,999,N/A,0,,0,,0,,0,,,NGL,PRODUCT_CODE,DIM_PRODUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsCompressionNGL,,,Total Deducts,,,,,false
213,32,Lease Operating Statement,1,Upstream,8,Deducts,23,Other Production Charges,300,Gas,999,N/A,0,,0,,0,,0,,Netting of JIB,JIBNET,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsOther Production ChargesGas,,,Total Deducts,,,,,false
214,32,Lease Operating Statement,1,Upstream,8,Deducts,23,Other Production Charges,300,Gas,999,N/A,0,,0,,0,,0,,Transportation-ASC606,NOPTRAN,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsOther Production ChargesGas,,,Total Deducts,,,,,false
215,32,Lease Operating Statement,1,Upstream,8,Deducts,23,Other Production Charges,300,Gas,999,N/A,0,,0,,0,,0,,Other Deducts-ASC606,NOPOTH,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsOther Production ChargesGas,,,Total Deducts,,,,,false
216,32,Lease Operating Statement,1,Upstream,8,Deducts,23,Other Production Charges,300,Gas,999,N/A,0,,0,,0,,0,,"Gathering, Marketing-ASC606",NOPGATH,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsOther Production ChargesGas,,,Total Deducts,,,,,false
217,32,Lease Operating Statement,1,Upstream,8,Deducts,23,Other Production Charges,300,Gas,999,N/A,0,,0,,0,,0,,Processing-NGLs-ASC606,NOPPROCNGL,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsOther Production ChargesGas,,,Total Deducts,,,,,false
218,32,Lease Operating Statement,1,Upstream,8,Deducts,23,Other Production Charges,300,Gas,999,N/A,0,,0,,0,,0,,Processing-Gas-ASC606,NOPPROCGAS,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsOther Production ChargesGas,,,Total Deducts,,,,,false
219,32,Lease Operating Statement,1,Upstream,8,Deducts,23,Other Production Charges,300,Gas,999,N/A,0,,0,,0,,0,,"Treating, Compr, Dehy-ASC606",NOPTRTG,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsOther Production ChargesGas,,,Total Deducts,,,,,false
220,32,Lease Operating Statement,1,Upstream,8,Deducts,23,Other Production Charges,300,Gas,999,N/A,0,,0,,0,,0,,Fuel Charges-ASC606,NOPFUEL,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsOther Production ChargesGas,,,Total Deducts,,,,,false
221,32,Lease Operating Statement,1,Upstream,8,Deducts,23,Other Production Charges,300,Gas,999,N/A,0,,0,,0,,0,,Distribution Fee,DISTFEE,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsOther Production ChargesGas,,,Total Deducts,,,,,false
222,32,Lease Operating Statement,1,Upstream,8,Deducts,23,Other Production Charges,300,Gas,999,N/A,0,,0,,0,,0,,New Mexico State Tax Withholding,NMWH,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsOther Production ChargesGas,,,Total Deducts,,,,,false
223,32,Lease Operating Statement,1,Upstream,8,Deducts,23,Other Production Charges,300,Gas,999,N/A,0,,0,,0,,0,,Garnishment,GARNISH,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsOther Production ChargesGas,,,Total Deducts,,,,,false
224,32,Lease Operating Statement,1,Upstream,8,Deducts,23,Other Production Charges,300,Gas,999,N/A,0,,0,,0,,0,,Oklahoma State Tax Withholding,OKWH,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsOther Production ChargesGas,,,Total Deducts,,,,,false
225,32,Lease Operating Statement,1,Upstream,8,Deducts,23,Other Production Charges,300,Gas,999,N/A,0,,0,,0,,0,,,GAS,PRODUCT_CODE,DIM_PRODUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsOther Production ChargesGas,,,Total Deducts,,,,,false
226,33,Lease Operating Statement,1,Upstream,8,Deducts,23,Other Production Charges,301,Oil,999,N/A,0,,0,,0,,0,,Netting of JIB,JIBNET,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsOther Production ChargesOil,,,Total Deducts,,,,,false
227,33,Lease Operating Statement,1,Upstream,8,Deducts,23,Other Production Charges,301,Oil,999,N/A,0,,0,,0,,0,,Transportation-ASC606,NOPTRAN,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsOther Production ChargesOil,,,Total Deducts,,,,,false
228,33,Lease Operating Statement,1,Upstream,8,Deducts,23,Other Production Charges,301,Oil,999,N/A,0,,0,,0,,0,,Other Deducts-ASC606,NOPOTH,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsOther Production ChargesOil,,,Total Deducts,,,,,false
229,33,Lease Operating Statement,1,Upstream,8,Deducts,23,Other Production Charges,301,Oil,999,N/A,0,,0,,0,,0,,"Gathering, Marketing-ASC606",NOPGATH,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsOther Production ChargesOil,,,Total Deducts,,,,,false
230,33,Lease Operating Statement,1,Upstream,8,Deducts,23,Other Production Charges,301,Oil,999,N/A,0,,0,,0,,0,,Processing-NGLs-ASC606,NOPPROCNGL,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsOther Production ChargesOil,,,Total Deducts,,,,,false
231,33,Lease Operating Statement,1,Upstream,8,Deducts,23,Other Production Charges,301,Oil,999,N/A,0,,0,,0,,0,,Processing-Gas-ASC606,NOPPROCGAS,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsOther Production ChargesOil,,,Total Deducts,,,,,false
232,33,Lease Operating Statement,1,Upstream,8,Deducts,23,Other Production Charges,301,Oil,999,N/A,0,,0,,0,,0,,"Treating, Compr, Dehy-ASC606",NOPTRTG,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsOther Production ChargesOil,,,Total Deducts,,,,,false
233,33,Lease Operating Statement,1,Upstream,8,Deducts,23,Other Production Charges,301,Oil,999,N/A,0,,0,,0,,0,,Fuel Charges-ASC606,NOPFUEL,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsOther Production ChargesOil,,,Total Deducts,,,,,false
