XREF_HIERARCHY_KEY,HIERARCHY_GROUP_NAME,LEVEL_1_SORT,LEVEL_1,LEVEL_2_SORT,LEVEL_2,LEVEL_3_SORT,LEVEL_3,LEVEL_4_SORT,LEVEL_4,LEVEL_5_SORT,LEVEL_5,LEVEL_6_SORT,LEVEL_6,LEVEL_7_SORT,LEVEL_7,LEVEL_8_SORT,LEVEL_8,LEVEL_9_SORT,LEVEL_9,GROUP_FILTER_PRECEDENCE,DO_NOT_EXPAND_FLAG,IS_SECURED_FLAG,SPLIT_ACTIVE_FLAG,EXCLUSION_FLAG,CALCULATION_FLAG,ACTIVE_FLAG,VOLUME_FLAG,ID_UNPIVOT_FLAG,ID_ROW_FLAG,REMOVE_FROM_TOTALS,FILTER_GROUP_1,FILTER_GROUP_2,FILTER_GROUP_3,FILTER_GROUP_4,FORMULA_GROUP,SIGN_CHANGE_FLAG,FORMULA_PRECEDENCE,FORMULA_PARAM_REF,ARITHMETIC_LOGIC,FORMULA_PARAM2_CONST_NUMBER,CREATE_NEW_COLUMN
132,Lease Operating Statement,1,Upstream,12,Operating Expense,30,Recurring,28,Location,1000,Operated,0,,0,,0,,0,,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedLocation & Roadwork,,,Total Operating Expense,false,,,,,false
133,Lease Operating Statement,1,Upstream,12,Operating Expense,30,Recurring,29,Logging,1000,Operated,0,,0,,0,,0,,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedLogging,,,Total Operating Expense,false,,,,,false
134,Lease Operating Statement,1,Upstream,12,Operating Expense,30,Recurring,30,Meters,1000,Operated,0,,0,,0,,0,,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedMeters/Measurement/Automation,,,Total Operating Expense,false,,,,,false
135,Lease Operating Statement,1,Upstream,12,Operating Expense,30,Recurring,31,Minimum Royalty,1000,Operated,0,,0,,0,,0,,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedMinimum Royalty,,,Total Operating Expense,false,,,,,false
136,Lease Operating Statement,1,Upstream,12,Operating Expense,30,Recurring,32,Miscellaneous,1000,Operated,0,,0,,0,,0,,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedMiscellaneous Equip,,,Total Operating Expense,false,,,,,false
137,Lease Operating Statement,1,Upstream,12,Operating Expense,30,Recurring,33,Mob/Demob,1000,Operated,0,,0,,0,,0,,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedMob/Demob,,,Total Operating Expense,false,,,,,false
106,Lease Operating Statement,1,Upstream,12,Operating Expense,34,Recurring,2,Ad Valorem Taxes,1000,Operated,0,,0,,0,,0,,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedAd Valorem Taxes,,,Total Operating Expense,false,,,,,false
138,Lease Operating Statement,1,Upstream,12,Operating Expense,34,Recurring,2,Ad Valorem Taxes,3000,Non Operated,0,,0,,0,,0,,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedNon-Op Ad Valorem Taxess,,,Total Operating Expense,false,,,,,false
139,Lease Operating Statement,1,Upstream,12,Operating Expense,30,Recurring,6,Chemicals,1000,Non Operated,0,,0,,0,,0,,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedNon-Op Chemicals,,,Total Operating Expense,false,,,,,false
140,Lease Operating Statement,1,Upstream,12,Operating Expense,30,Recurring,9,Labor,1000,Non Operated,0,,0,,0,,0,,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedNon-Op Contract Labor,,,Total Operating Expense,false,,,,,false
141,Lease Operating Statement,1,Upstream,12,Operating Expense,30,Recurring,13,Disposal,1000,Non Operated,0,,0,,0,,0,,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedNon-Op Disposal-Fluids-SWD,,,Total Operating Expense,false,,,,,false
142,Lease Operating Statement,1,Upstream,12,Operating Expense,30,Recurring,16,Equipment Expense,3000,Non Operated,0,,0,,0,,0,,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringNon OperatedNon-Op Equip Exp-Compressors,,,Total Operating Expense,false,,,,,false
143,Lease Operating Statement,1,Upstream,12,Operating Expense,30,Recurring,17,Facility Expense,3000,Non Operated,0,,0,,0,,0,,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringNon OperatedNon-op Facilities Expense,,,Total Operating Expense,false,,,,,false
144,Lease Operating Statement,1,Upstream,12,Operating Expense,30,Recurring,18,Repair,3000,Non Operated,0,,0,,0,,0,,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringNon OperatedNon-Op Repair & Maintenance,,,Total Operating Expense,false,,,,,false
145,Lease Operating Statement,1,Upstream,12,Operating Expense,30,Recurring,35,COPAS,3000,Non Operated,0,,0,,0,,0,,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringNon OperatedNon-Operated COPAS Overhead,,,Total Operating Expense,false,,,,,false
146,Lease Operating Statement,1,Upstream,12,Operating Expense,30,Recurring,36,Other LOE,3000,Non Operated,0,,0,,0,,0,,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringNon OperatedNon-Operated LOE,,,Total Operating Expense,false,,,,,false
147,Lease Operating Statement,1,Upstream,12,Operating Expense,30,Recurring,37,Oilfield,3000,Non Operated,0,,0,,0,,0,,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringNon OperatedOilfield Restoration Fees,,,Total Operating Expense,false,,,,,false
148,Lease Operating Statement,1,Upstream,12,Operating Expense,30,Recurring,38,Operated,3000,Non Operated,0,,0,,0,,0,,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringNon OperatedOperated COPAS Overhead,,,Total Operating Expense,false,,,,,false
149,Lease Operating Statement,1,Upstream,12,Operating Expense,30,Recurring,39,Other LOE,3000,Non Operated,0,,0,,0,,0,,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringNon OperatedOther Non-Operated LOE,,,Total Operating Expense,false,,,,,false
150,Lease Operating Statement,1,Upstream,12,Operating Expense,30,Recurring,40,Perforating,3000,Non Operated,0,,0,,0,,0,,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringNon OperatedPerforating,,,Total Operating Expense,false,,,,,false
151,Lease Operating Statement,1,Upstream,12,Operating Expense,30,Recurring,41,Pipe,1000,Operated,0,,0,,0,,0,,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedPipe/Valves/Fittings,,,Total Operating Expense,false,,,,,false
152,Lease Operating Statement,1,Upstream,12,Operating Expense,30,Recurring,42,Pipeline,1000,Operated,0,,0,,0,,0,,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedPipeline Leak Repairs,,,Total Operating Expense,false,,,,,false
153,Lease Operating Statement,1,Upstream,12,Operating Expense,30,Recurring,43,Processing,1000,Operated,0,,0,,0,,0,,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedProcessing/Treatment Exp,,,Total Operating Expense,false,,,,,false
154,Lease Operating Statement,1,Upstream,12,Operating Expense,30,Recurring,44,Regulatory,1000,Operated,0,,0,,0,,0,,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedRegulatory Permits and Bonds,,,Total Operating Expense,false,,,,,false
155,Lease Operating Statement,1,Upstream,12,Operating Expense,30,Recurring,18,Repair,1000,Operated,0,,0,,0,,0,,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedRepair & Maintenance,,,Total Operating Expense,false,,,,,false
156,Lease Operating Statement,1,Upstream,12,Operating Expense,30,Recurring,45,Sales and Use Tax on Gas Used,1000,Operated,0,,0,,0,,0,,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedSales and Use Tax on Gas Used,,,Total Operating Expense,false,,,,,false
157,Lease Operating Statement,1,Upstream,12,Operating Expense,30,Recurring,46,Shut-In Expense,1000,Operated,0,,0,,0,,0,,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedShut-In/Offset Frac,,,Total Operating Expense,false,,,,,false
158,Lease Operating Statement,1,Upstream,12,Operating Expense,30,Recurring,47,Slickline,1000,Operated,0,,0,,0,,0,,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedSlickline/Wireline/ElectricLine,,,Total Operating Expense,false,,,,,false
159,Lease Operating Statement,1,Upstream,12,Operating Expense,30,Recurring,48,Stimulation,1000,Operated,0,,0,,0,,0,,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedStimulation-Acid,,,Total Operating Expense,false,,,,,false
160,Lease Operating Statement,1,Upstream,12,Operating Expense,30,Recurring,49,Subsurface,1000,Operated,0,,0,,0,,0,,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedSubsurface Equipment,,,Total Operating Expense,false,,,,,false
161,Lease Operating Statement,1,Upstream,12,Operating Expense,30,Recurring,50,Supervision,1000,Operated,0,,0,,0,,0,,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedSupervision,,,Total Operating Expense,false,,,,,false
162,Lease Operating Statement,1,Upstream,12,Operating Expense,30,Recurring,51,Supplies,1000,Operated,0,,0,,0,,0,,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedSupplies & Materials,,,Total Operating Expense,false,,,,,false
163,Lease Operating Statement,1,Upstream,12,Operating Expense,30,Recurring,52,Surface,1000,Operated,0,,0,,0,,0,,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedSurface Equipment Rental,,,Total Operating Expense,false,,,,,false
164,Lease Operating Statement,1,Upstream,12,Operating Expense,30,Recurring,53,Survey,1000,Operated,0,,0,,0,,0,,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedSurvey/Permit/Licenses/Fees,,,Total Operating Expense,false,,,,,false
165,Lease Operating Statement,1,Upstream,12,Operating Expense,30,Recurring,54,Swabbing,1000,Operated,0,,0,,0,,0,,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedSwabbing Unit,,,Total Operating Expense,false,,,,,false
166,Lease Operating Statement,1,Upstream,12,Operating Expense,30,Recurring,55,Trucking,1000,Operated,0,,0,,0,,0,,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedTrucking-Materials & Equip,,,Total Operating Expense,false,,,,,false
167,Lease Operating Statement,1,Upstream,12,Operating Expense,30,Recurring,56,Tubing,1000,Operated,0,,0,,0,,0,,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedTubing,,,Total Operating Expense,false,,,,,false
168,Lease Operating Statement,1,Upstream,12,Operating Expense,30,Recurring,57,Vehicle,1000,Operated,0,,0,,0,,0,,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedVehicle Expenses,,,Total Operating Expense,false,,,,,false
169,Lease Operating Statement,1,Upstream,12,Operating Expense,30,Recurring,58,Wellhead,1000,Operated,0,,0,,0,,0,,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedWell Treatment Services,,,Total Operating Expense,false,,,,,false
170,Lease Operating Statement,1,Upstream,12,Operating Expense,30,Recurring,59,Right of use asset credit,1000,Operated,0,,0,,0,,0,,1,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedRight of use asset credit,,,Total Operating Expense,false,,,,,false
171,Lease Operating Statement,1,Upstream,12,Operating Expense,30,Recurring,60,Accruals,1000,Operated,0,,0,,0,,0,,1,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedRecurring LOE Accrual,,,Total Operating Expense,false,,,,,false
172,Lease Operating Statement,1,Upstream,12,Operating Expense,30,Recurring,35,COPAS,1000,Operated,0,,0,,0,,0,,1,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedCOPAS OH Accrual,,,Total Operating Expense,false,,,,,false
174,Lease Operating Statement,1,Upstream,12,Operating Expense,40,NonRecurring,7000,P&A ARO Settled Liabilities,999,N/A,0,,0,,0,,0,,1,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseNonRecurringP&A ARO Settled Liabilities,,,Total Operating Expense,false,,,,,false
175,Lease Operating Statement,1,Upstream,12,Operating Expense,40,NonRecurring,7100,MOX,999,N/A,0,,0,,0,,0,,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseNonRecurringMOX,,,Total Operating Expense,false,,,,,false
176,Lease Operating Statement,1,Upstream,12,Operating Expense,40,NonRecurring,7200,WOX Expense,999,N/A,0,,0,,0,,0,,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseNonRecurringWOX Expense,,,Total Operating Expense,false,,,,,false
177,Lease Operating Statement,1,Upstream,12,Operating Expense,40,NonRecurring,7300,PAC Expense,999,N/A,0,,0,,0,,0,,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseNonRecurringPAC Expense,,,Total Operating Expense,false,,,,,false
180,Lease Operating Statement,1,Upstream,15,Total Lease Operating Expense,42,Total Lease Operating Expense,4000,Total Lease Operating Expense,999,N/A,0,,0,,0,,0,,1,false,false,false,false,true,true,false,false,false,false,Operating Expense,Total Lease Opearting ExpenseTotal Lease Opearting ExpenseTotal Lease Opearting Expense,,,Total Operating Expense,false,1,Total Operating Expense,Sum,,false
181,Lease Operating Statement,1,Upstream,16,Total Operating Income,45,Total Operating Income,4500,Total Operating Income,999,N/A,0,,0,,0,,0,,1,false,false,false,false,true,true,false,false,false,false,Total Operating Income,Total Operating IncomeTotal Operating IncomeTotal Operating Income,,,Total Operating Income,false,4,Total Revenue,Add,,false
186,Lease Operating Statement,1,Upstream,20,Capital Spend,50,Leasehold,8000,Leasehold Cost,8000,Leasehold Cost,0,,0,,0,,0,,2,false,false,false,false,false,true,false,false,true,false,Capital Spend,Capital SpendUpstream CAPEXLeasehold Cost,,,Total Capital Spend,false,,,,,false
187,Lease Operating Statement,1,Upstream,20,Capital Spend,51,Drilling,8100,Intangible Drilling Cost,3000,Non Operated,0,,0,,0,,0,,2,false,false,false,false,false,true,false,false,true,false,Capital Spend,Capital SpendUpstream CAPEXIntangible Drilling CostNon Operated,,,Total Capital Spend,false,,,,,false
188,Lease Operating Statement,1,Upstream,20,Capital Spend,51,Drilling,8100,Intangible Drilling Cost,1000,Operated,0,,0,,0,,0,,2,false,false,false,false,false,true,false,false,true,false,Capital Spend,Capital SpendUpstream CAPEXIntangible Drilling CostOperated,,,Total Capital Spend,false,,,,,false
189,Lease Operating Statement,1,Upstream,20,Capital Spend,51,Drilling,8300,Tangible Drilling Cost,1000,Operated,0,,0,,0,,0,,2,false,false,false,false,false,true,false,false,true,false,Capital Spend,Capital SpendUpstream CAPEXTangible Drilling CostOperated,,,Total Capital Spend,false,,,,,false
190,Lease Operating Statement,1,Upstream,20,Capital Spend,52,Completion,8400,Intangible Completion Cost,3000,Non Operated,0,,0,,0,,0,,2,false,false,false,false,false,true,false,false,true,false,Capital Spend,Capital SpendUpstream CAPEXIntangible Completion CostNon Operated,,,Total Capital Spend,false,,,,,false
191,Lease Operating Statement,1,Upstream,20,Capital Spend,52,Completion,8400,Intangible Completion Cost,1000,Operated,0,,0,,0,,0,,2,false,false,false,false,false,true,false,false,true,false,Capital Spend,Capital SpendUpstream CAPEXIntangible Completion CostOperated,,,Total Capital Spend,false,,,,,false
192,Lease Operating Statement,1,Upstream,20,Capital Spend,52,Completion,8700,Tangible Completion Cost,1000,Operated,0,,0,,0,,0,,2,false,false,false,false,false,true,false,false,true,false,Capital Spend,Capital SpendUpstream CAPEXTangible Completion CostOperated,,,Total Capital Spend,false,,,,,false
193,Lease Operating Statement,1,Upstream,20,Capital Spend,53,Facility,8900,Intangible Facility Cost,8900,Intangible Facility Cost,0,,0,,0,,0,,2,false,false,false,false,false,true,false,false,true,false,Capital Spend,Capital SpendUpstream CAPEXIntangibleFacility Cost,,,Total Capital Spend,false,,,,,false
210,Lease Operating Statement,1,Upstream,20,Capital Spend,53,Facility,8901,Tangible Facility Cost,8901,Tangible Facility Cost,0,,0,,0,,0,,2,false,false,false,false,false,true,false,false,true,false,Capital Spend,Capital SpendUpstream CAPEXTangibleFacility Cost,,,Total Capital Spend,false,,,,,false
194,Lease Operating Statement,1,Upstream,20,Capital Spend,54,Other Upstream,9600,MOP,9600,MOP,0,,0,,0,,0,,1,false,false,false,false,false,true,false,false,true,false,Capital Spend,Capital SpendUpstream CAPEXMOP,,,Total Capital Spend,false,,,,,false
195,Lease Operating Statement,1,Upstream,20,Capital Spend,54,Other Upstream,9700,Accrued MOP,9700,Accrued MOP,0,,0,,0,,0,,1,false,false,false,false,false,true,false,false,true,false,Capital Spend,Capital SpendUpstream CAPEXAccrued MOP,,,Total Capital Spend,false,,,,,false
196,Lease Operating Statement,1,Upstream,25,Total Capital Spend,61,Total Capital Spend,9800,Total Capital Spend,9800,Total Capital Spend,0,,0,,0,,0,,1,false,false,false,false,true,true,false,false,false,false,Capital Spend,Capital SpendTotal Capital SpendTotal Capital Spend,,,Total Capital Spend,false,1,Total Capital Spend,Sum,,false
197,Lease Operating Statement,1,Upstream,40,Cumulative Cash Flow,40,Cumulative Cash Flow,40,Cumulative Cash Flow,40,Cumulative Cash Flow,0,,0,,0,,0,,1,false,false,false,false,true,true,false,false,false,false,Cumulative Cash Flow,Cumulative Cash Flow,,,Cash Flow,false,5,Total Revenue,Add,,false
182,Lease Operating Statement,1,Upstream,16,Total Operating Income,45,Total Operating Income,4500,Total Operating Income,999,N/A,0,,0,,0,,0,,1,false,false,false,false,true,true,false,false,false,false,Total Operating Income,Total Operating IncomeTotal Operating IncomeTotal Operating Income,,,Total Operating Income,false,4,Total Taxes,Subtract,,false
183,Lease Operating Statement,1,Upstream,16,Total Operating Income,45,Total Operating Income,4500,Total Operating Income,999,N/A,0,,0,,0,,0,,1,false,false,false,false,true,true,false,false,false,false,Total Operating Income,Total Operating IncomeTotal Operating IncomeTotal Operating Income,,,Total Operating Income,false,4,Total Deducts,Subtract,,false
184,Lease Operating Statement,1,Upstream,16,Total Operating Income,45,Total Operating Income,4500,Total Operating Income,999,N/A,0,,0,,0,,0,,1,false,false,false,false,true,true,false,false,false,false,Total Operating Income,Total Operating IncomeTotal Operating IncomeTotal Operating Income,,,Total Operating Income,false,4,Total Operating Expense,Subtract,,false
198,Lease Operating Statement,1,Upstream,40,Cumulative Cash Flow,40,Cumulative Cash Flow,40,Cumulative Cash Flow,40,Cumulative Cash Flow,0,,0,,0,,0,,1,false,false,false,false,true,true,false,false,false,false,Cumulative Cash Flow,Cumulative Cash Flow,,,Cash Flow,false,5,Total Taxes,Subtract,,false
199,Lease Operating Statement,1,Upstream,40,Cumulative Cash Flow,40,Cumulative Cash Flow,40,Cumulative Cash Flow,40,Cumulative Cash Flow,0,,0,,0,,0,,1,false,false,false,false,true,true,false,false,false,false,Cumulative Cash Flow,Cumulative Cash Flow,,,Cash Flow,false,5,Total Deducts,Subtract,,false
200,Lease Operating Statement,1,Upstream,40,Cumulative Cash Flow,40,Cumulative Cash Flow,40,Cumulative Cash Flow,40,Cumulative Cash Flow,0,,0,,0,,0,,1,false,false,false,false,true,true,false,false,false,false,Cumulative Cash Flow,Cumulative Cash Flow,,,Cash Flow,false,5,Total Operating Expense,Subtract,,false
202,Lease Operating Statement,1,Upstream,40,Cumulative Cash Flow,40,Cumulative Cash Flow,40,Cumulative Cash Flow,40,Cumulative Cash Flow,0,,0,,0,,0,,1,false,false,false,false,true,true,false,false,false,false,Cumulative Cash Flow,Cumulative Cash Flow,,,Cash Flow,false,5,Total Capital Spend,Subtract,,false
211,Lease Operating Statement,1,Upstream,4,Royalties,1,Gas,300,Gas,999,N/A,0,,0,,0,,0,,1,false,false,false,false,false,true,false,false,true,false,Royalties,RoyaltiesGas,,,Total Royalties,false,,,,,false
212,Lease Operating Statement,1,Upstream,4,Royalties,2,Oil,301,Oil,999,N/A,0,,0,,0,,0,,1,false,false,false,false,false,true,false,false,true,false,Royalties,RoyaltiesOil,,,Total Royalties,false,,,,,false
213,Lease Operating Statement,1,Upstream,4,Royalties,3,NGL,302,NGL,999,N/A,0,,0,,0,,0,,1,false,false,false,false,false,true,false,false,true,false,Royalties,RoyaltiesNGL,,,Total Royalties,false,,,,,false
214,Lease Operating Statement,1,Upstream,5,Total Royalties,10,Total Royalties,10,Total Royalties,999,N/A,0,,0,,0,,0,,1,false,false,false,false,true,true,false,false,false,false,Royalties,Total Royalties,,,Total Royalties,false,1,Total Taxes,Sum,,false
214,Lease Operating Statement,1,Upstream,11,Gross Profit,26,Gross Profit,26,Gross Profit,999,N/A,0,,0,,0,,0,,1,false,false,false,false,true,true,false,false,false,false,Gross ProfitGross Profit,Gross ProfitGross Profit,,,Gross Profit,false,3,Total Royalties,Subtract,,false
214,Lease Operating Statement,1,Upstream,16,Total Operating Income,45,Total Operating Income,4500,Total Operating Income,999,N/A,0,,0,,0,,0,,1,false,false,false,false,true,true,false,false,false,false,Total Operating Income,Total Operating IncomeTotal Operating IncomeTotal Operating Income,,,Total Operating Income,false,4,Total Royalties,Subtract,,false
215,Lease Operating Statement,1,Upstream,12,Operating Expense,40,NonRecurring,7301,Lease Expense,999,N/A,0,,0,,0,,0,,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseNonRecurringPAC Expense,,,Total Operating Expense,false,,,,,false
216,Lease Operating Statement,1,Upstream,20,Capital Spend,55,Midstream,9110,Midstream facility costs,0,,0,,0,,0,,0,,,false,false,false,false,false,true,false,false,true,,Capital Spend,UpstreamCapital SpendMidstream CAPEXMidstream facility costs,,,Total Capital Spend,false,,,,,false
217,Lease Operating Statement,1,Upstream,40,Cumulative Cash Flow,40,Cumulative Cash Flow,40,Cumulative Cash Flow,40,Cumulative Cash Flow,0,,0,,0,,0,,1,false,false,false,false,true,true,false,false,false,false,Cumulative Cash Flow,Cumulative Cash Flow,,,Cash Flow,false,5,Total Royalties,Subtract,,false
218,Lease Operating Statement,1,Upstream,40,Cumulative Cash Flow,40,Cumulative Cash Flow,40,Cumulative Cash Flow,40,Cumulative Cash Flow,0,,0,,0,,0,,1,false,false,false,false,true,true,false,false,false,false,Cumulative Cash Flow,Cumulative Cash Flow,,,Cash Flow,false,5,Total Royalties,Subtract,,false
